name,window_size,pattern_code,count,mean_angle_degrees,mean_gap_candles,cv_gap,mean_forward_return_pct,forward_win_rate
Frequency 1,3,DS1|DS2|US1,8,-37.9,226.14285714285714,0.6697660110948779,-0.0356,0.5
Frequency 2,3,DS1|DS2|DS1,8,-49.88,297.42857142857144,0.860295846496457,0.0021,0.5
Frequency 3,3,UM2|DM2|DM1,6,-50.08,609.0,0.8931040369813938,-0.0159,0.5
Frequency 4,3,US1|DS2|DS2,6,-50.5,442.6,0.5362611708688786,0.0721,0.6666666666666666
Frequency 5,3,DM2|DS2|DS2,6,-50.57,350.2,0.9034458177762635,0.1178,0.8333333333333334
