name,window_size,pattern_code,count,mean_angle_degrees,mean_gap_candles,cv_gap,mean_forward_return_pct,forward_win_rate,pair,timeframe,win_rate_dev
Frequency 1,3,UM1|UM2|UM2,8,50.7,168.0,0.860155090693156,-0.0539,0.375,USDCAD,H4,0.125
Frequency 2,3,DM2|UM3|DM2,6,9.98,406.6,0.7402625774173638,-0.1941,0.5,USDCAD,H4,0.0
Frequency 1,3,UM2|DS2|US1,11,-32.69,674.3,1.24127026006401,0.2855,0.6363636363636364,GBPUSD,H4,0.13636363636363635
Frequency 2,3,UM2|US1|UM2,11,48.89,693.1,0.9629004651793828,0.0124,0.5454545454545454,GBPUSD,H4,0.045454545454545414
Frequency 3,3,UM2|UM2|UM2,11,50.27,523.4,1.1022888541629507,-0.0982,0.4545454545454545,GBPUSD,H4,0.045454545454545525
Frequency 4,3,UM2|US2|DM2,10,-18.73,692.5555555555555,1.2864503627654809,0.2327,0.6,GBPUSD,H4,0.09999999999999998
Frequency 5,3,US1|UM2|UM2,10,50.61,662.7777777777778,0.8521276895174201,-0.0264,0.5,GBPUSD,H4,0.0
Frequency 6,3,DM2|DM2|DM2,9,-50.53,832.125,0.7401883910614033,0.0928,0.3333333333333333,GBPUSD,H4,0.16666666666666669
Frequency 7,3,US2|US2|UM2,9,49.85,680.125,0.6215961261413654,-0.1594,0.4444444444444444,GBPUSD,H4,0.05555555555555558
Frequency 8,3,US1|US1|UM3,9,46.32,798.0,0.8319712047765547,-0.1271,0.3333333333333333,GBPUSD,H4,0.16666666666666669
Frequency 9,3,US1|DM2|DM2,9,-50.56,719.0,1.0923288734269223,-0.0095,0.4444444444444444,GBPUSD,H4,0.05555555555555558
Frequency 10,3,DS2|US1|DM1,8,-22.44,994.0,1.1844515428307585,0.1404,0.625,GBPUSD,H4,0.125
Frequency 11,3,US1|DS2|DM2,8,-50.21,886.0,0.5186858758913206,-0.0093,0.625,GBPUSD,H4,0.125
Frequency 12,3,UM3|UM2|DM2,8,-4.74,817.4285714285714,0.8469926471788202,-0.2661,0.125,GBPUSD,H4,0.375
Frequency 13,3,DS1|US2|DS2,8,-15.38,957.4285714285714,0.8770348471663558,-0.2431,0.25,GBPUSD,H4,0.25
Frequency 14,3,UM2|DS1|UM2,8,30.9,799.0,1.0849058130443885,0.133,0.625,GBPUSD,H4,0.125
Frequency 15,3,DM2|US1|DS2,8,-31.46,802.2857142857143,0.5735339432155885,-0.2134,0.375,GBPUSD,H4,0.125
Frequency 16,3,UM2|UM2|UM3,8,41.27,841.8571428571429,0.9661767314030568,0.0904,0.375,GBPUSD,H4,0.125
Frequency 17,3,UM1|DM1|DM2,8,-49.76,605.1428571428571,0.8291038708020817,-0.102,0.5,GBPUSD,H4,0.0
Frequency 18,3,DM2|DS2|US1,8,-31.01,807.2857142857143,0.6557267457951577,-0.4685,0.125,GBPUSD,H4,0.375
Frequency 19,3,DS2|US1|US1,8,40.83,782.5714285714286,0.7342790504523957,-0.1853,0.375,GBPUSD,H4,0.125
Frequency 20,3,UM2|US1|UM3,8,47.78,824.0,0.5776994042514104,0.1774,0.75,GBPUSD,H4,0.25
Frequency 21,3,DS2|US2|DM1,8,6.19,835.5714285714286,1.1472948452814988,0.2984,0.5,GBPUSD,H4,0.0
Frequency 22,3,DM2|US1|DS1,8,2.0,682.7142857142857,0.4749040549125555,-0.1869,0.375,GBPUSD,H4,0.125
Frequency 23,3,DS1|US1|UM2,8,48.48,653.0,0.7109083623601943,-0.1545,0.375,GBPUSD,H4,0.125
Frequency 24,3,DS1|DM2|DM2,8,-50.5,310.85714285714283,0.5340140762207115,-0.0553,0.625,GBPUSD,H4,0.125
Frequency 25,3,UL2|DS1|DS2,7,-49.45,1026.8333333333333,0.5419080836576422,0.0248,0.5714285714285714,GBPUSD,H4,0.0714285714285714
Frequency 26,3,US2|DM3|UL3,7,34.59,1034.8333333333333,0.5552326903967424,0.2996,0.8571428571428571,GBPUSD,H4,0.3571428571428571
Frequency 27,3,DM1|US1|UM2,7,34.2,1191.8333333333333,0.9619255091311192,-0.0059,0.5714285714285714,GBPUSD,H4,0.0714285714285714
Frequency 28,3,UM2|DM2|DL2,7,-50.41,974.8333333333334,0.559272987655103,0.1818,0.4285714285714285,GBPUSD,H4,0.07142857142857151
Frequency 29,3,DM2|DM2|UM1,7,-31.49,1172.6666666666667,1.26886244589589,-0.1509,0.2857142857142857,GBPUSD,H4,0.2142857142857143
Frequency 30,3,DM2|UM1|US1,7,37.25,1159.6666666666667,1.2900086409854412,-0.0869,0.4285714285714285,GBPUSD,H4,0.07142857142857151
Frequency 31,3,DM3|DM1|DM2,7,-49.8,1116.3333333333333,0.4108218236707633,0.0033,0.4285714285714285,GBPUSD,H4,0.07142857142857151
Frequency 32,3,UL2|US1|UM2,7,37.78,1184.1666666666667,0.4862810173079016,-0.1768,0.4285714285714285,GBPUSD,H4,0.07142857142857151
Frequency 33,3,US1|US2|DS1,7,22.43,1078.8333333333333,0.7315445788381977,0.0472,0.7142857142857143,GBPUSD,H4,0.2142857142857143
Frequency 34,3,US1|UM2|US2,7,49.2,1165.1666666666667,0.7889249895529891,-0.3755,0.0,GBPUSD,H4,0.5
Frequency 35,3,DM2|DL2|UM2,7,-25.69,1113.6666666666667,0.9095508249897846,-0.074,0.2857142857142857,GBPUSD,H4,0.2142857142857143
Frequency 36,3,DS2|US1|UM2,7,47.63,1058.8333333333333,0.457940115986497,-0.0603,0.4285714285714285,GBPUSD,H4,0.07142857142857151
Frequency 37,3,US2|UM2|DM2,7,3.78,965.0,0.7776245253708447,-0.1179,0.4285714285714285,GBPUSD,H4,0.07142857142857151
Frequency 38,3,UM2|DM1|UM2,7,36.09,1046.0,0.7348541947021094,0.1984,0.7142857142857143,GBPUSD,H4,0.2142857142857143
Frequency 39,3,DM1|DM1|DM2,7,-49.79,1094.1666666666667,1.0666369588839086,0.1539,0.5714285714285714,GBPUSD,H4,0.0714285714285714
Frequency 40,3,US1|DS2|UM1,7,1.82,1051.1666666666667,0.8863893001140828,-0.1659,0.2857142857142857,GBPUSD,H4,0.2142857142857143
